8.724800000000000333e-01,1.366800000000000015e+00,-5.549999999999999904e+100
1.000000000000000000e+00,1.418800000000000061e+00,-1.010000000000000018e+104
8.167999999999999705e-01,1.252799999999999914e+00,-1.199999999999999937e+98
9.777599999999999625e-01,1.257600000000000051e+00,-3.550000000000000260e+100
9.355599999999999472e-01,1.550799999999999956e+00,-1.120000000000000053e+106
6.842099999999999849e-01,1.720499999999999918e+00,-1.230000000000000050e+104
8.840000000000000080e-01,1.689699999999999980e+00,-4.870000000000000344e+105
5.509100000000000108e-01,1.913200000000000012e+00,-3.449999999999999927e+103
8.764100000000000223e-01,1.090100000000000069e+00,-2.330000000000000084e+96
8.423300000000000232e-01,1.406600000000000072e+00,-8.299999999999999996e+100
8.693100000000000271e-01,1.374300000000000077e+00,-6.590000000000000278e+100
1.000000000000000000e+00,1.041199999999999903e+00,-1.219999999999999968e+97
8.725199999999999623e-01,1.495000000000000107e+00,-9.320000000000000607e+102
9.990099999999999536e-01,1.395199999999999996e+00,-4.069999999999999960e+104
9.881199999999999983e-01,1.337800000000000100e+00,-1.649999999999999993e+102
1.000000000000000000e+00,1.041199999999999903e+00,-1.219999999999999968e+97
1.000000000000000000e+00,1.237400000000000055e+00,-3.519999999999999652e+100
9.488900000000000112e-01,1.316699999999999982e+00,-1.370000000000000074e+101
9.789600000000000524e-01,1.439200000000000035e+00,-1.020000000000000034e+104
7.518299999999999983e-01,1.485700000000000021e+00,-5.230000000000000147e+100
1.000000000000000000e+00,1.616600000000000037e+00,-9.010000000000000439e+107
1.000000000000000000e+00,1.068400000000000016e+00,-3.500000000000000068e+97
1.000000000000000000e+00,1.179899999999999949e+00,-3.139999999999999844e+99
9.512599999999999945e-01,1.283500000000000085e+00,-3.810000000000000354e+100
1.000000000000000000e+00,1.123599999999999932e+00,-3.139999999999999723e+98
1.000000000000000000e+00,1.450499999999999901e+00,-4.239999999999999753e+104
9.999900000000000455e-01,1.273800000000000043e+00,-3.279999999999999879e+105
9.552899999999999725e-01,1.161499999999999977e+00,-3.269999999999999721e+98
1.000000000000000000e+00,1.326300000000000034e+00,-1.639999999999999987e+102
9.728200000000000180e-01,1.384100000000000108e+00,-6.469999999999999646e+102
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
