8.724800000000000333e-01,1.366800000000000015e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-5.549999999999999904e+100,-4.531573593616211042e+02
1.000000000000000000e+00,1.418800000000000061e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.010000000000000018e+104,-4.681703449117631521e+02
8.167999999999999705e-01,1.252799999999999914e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.199999999999999937e+98,-4.408840662477161914e+02
9.777599999999999625e-01,1.257600000000000051e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-3.550000000000000260e+100,-4.522636587130791099e+02
9.355599999999999472e-01,1.550799999999999956e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.120000000000000053e+106,-4.775874419926469727e+02
6.842099999999999849e-01,1.720499999999999918e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.230000000000000050e+104,-4.685644725888254811e+02
8.840000000000000080e-01,1.689699999999999980e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-4.870000000000000344e+105,-4.759218023102338861e+02
5.509100000000000108e-01,1.913200000000000012e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-3.449999999999999927e+103,-4.660220225261552400e+02
8.764100000000000223e-01,1.090100000000000069e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-2.330000000000000084e+96,-4.330008192973073164e+02
8.423300000000000232e-01,1.406600000000000072e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-8.299999999999999996e+100,-4.539622745357095255e+02
8.693100000000000271e-01,1.374300000000000077e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-6.590000000000000278e+100,-4.535008702031332746e+02
1.000000000000000000e+00,1.041199999999999903e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.219999999999999968e+97,-4.363119546656304806e+02
8.725199999999999623e-01,1.495000000000000107e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-9.320000000000000607e+102,-4.634044291354755956e+02
9.990099999999999536e-01,1.395199999999999996e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-4.069999999999999960e+104,-4.709577302489657882e+02
9.881199999999999983e-01,1.337800000000000100e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.649999999999999993e+102,-4.599416544539055849e+02
1.000000000000000000e+00,1.041199999999999903e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.219999999999999968e+97,-4.363119546656304806e+02
1.000000000000000000e+00,1.237400000000000055e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-3.519999999999999652e+100,-4.522466854853244627e+02
9.488900000000000112e-01,1.316699999999999982e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.370000000000000074e+101,-4.549645551717725880e+02
9.789600000000000524e-01,1.439200000000000035e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.020000000000000034e+104,-4.681900495046491528e+02
7.518299999999999983e-01,1.485700000000000021e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-5.230000000000000147e+100,-4.530385860622581049e+02
1.000000000000000000e+00,1.616600000000000037e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-9.010000000000000439e+107,-4.863626249512615800e+02
1.000000000000000000e+00,1.068400000000000016e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-3.500000000000000068e+97,-4.384197788851308815e+02
1.000000000000000000e+00,1.179899999999999949e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-3.139999999999999844e+99,-4.474130389199566480e+02
9.512599999999999945e-01,1.283500000000000085e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-3.810000000000000354e+100,-4.524050218843816538e+02
1.000000000000000000e+00,1.123599999999999932e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-3.139999999999999723e+98,-4.428078687339685757e+02
1.000000000000000000e+00,1.450499999999999901e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-4.239999999999999753e+104,-4.710395707885445518e+02
9.999900000000000455e-01,1.273800000000000043e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-3.279999999999999879e+105,-4.751313012808370217e+02
9.552899999999999725e-01,1.161499999999999977e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-3.269999999999999721e+98,-4.428890031039466066e+02
1.000000000000000000e+00,1.326300000000000034e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.639999999999999987e+102,-4.599294963617528538e+02
9.728200000000000180e-01,1.384100000000000108e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-6.469999999999999646e+102,-4.626744560951062226e+02
9.060899999999999510e-01,3.355399999999999938e+00,1.302200000000000102e-03,9.315200000000000147e-01,1.000000000000000000e+00,-1.939999999999999911e+164,-7.349987762627880556e+02
9.087699999999999667e-01,4.788700000000000401e+00,1.749399999999999913e-03,9.289600000000000080e-01,1.000000000000000000e+00,-6.650000000000000426e+161,-7.236471234680088855e+02
8.280100000000000238e-01,4.706500000000000128e+00,1.761100000000000035e-03,1.000000000000000000e+00,1.000000000000000000e+00,-6.040000000000000170e+168,-7.610845166308356511e+02
9.167699999999999738e-01,3.086100000000000065e+00,1.325100000000000063e-03,1.000000000000000000e+00,1.000000000000000000e+00,-5.570000000000000448e+157,-7.102656266689516542e+02
8.865600000000000147e-01,3.364100000000000090e+00,7.942500000000000341e-04,1.000000000000000000e+00,1.000000000000000000e+00,-7.099999999999999920e+155,-7.015406857571915680e+02
7.346300000000000052e-01,3.810200000000000031e+00,1.697299999999999894e-03,1.000000000000000000e+00,1.000000000000000000e+00,-2.959999999999999890e+158,-7.136063852837332888e+02
8.280300000000000438e-01,3.443999999999999950e+00,1.170599999999999939e-03,8.816199999999999593e-01,0.000000000000000000e+00,-3.750000000000000325e+153,-6.802664124043808442e+02
5.824000000000000288e-01,5.139000000000000234e+00,4.406700000000000374e-03,1.000000000000000000e+00,1.000000000000000000e+00,-1.139999999999999996e+157,-7.070928930858859758e+02
7.703100000000000502e-01,4.096000000000000085e+00,1.746600000000000062e-03,1.000000000000000000e+00,1.000000000000000000e+00,-3.619999999999999827e+160,-7.232192951707128259e+02
8.744499999999999496e-01,5.166400000000000325e+00,1.767799999999999927e-03,9.330399999999999805e-01,1.000000000000000000e+00,-6.590000000000000325e+157,-7.052083157117498331e+02
7.688800000000000079e-01,3.612899999999999778e+00,1.706599999999999957e-03,1.000000000000000000e+00,1.000000000000000000e+00,-2.639999999999999895e+155,-6.995620540234134523e+02
8.896100000000000119e-01,3.765400000000000080e+00,1.317699999999999991e-03,9.338400000000000034e-01,1.000000000000000000e+00,-6.019999999999999939e+166,-7.464739152072552315e+02
8.105799999999999672e-01,4.667300000000000004e+00,1.016900000000000026e-01,9.469600000000000239e-01,0.000000000000000000e+00,-1.870000000000000005e+155,-6.880851179581253518e+02
7.808699999999999530e-01,5.055200000000000138e+00,1.783800000000000099e-03,1.000000000000000000e+00,1.000000000000000000e+00,-8.199999999999999960e+160,-7.248546154275778690e+02
7.516300000000000203e-01,4.348399999999999821e+00,1.748200000000000101e-03,1.000000000000000000e+00,1.000000000000000000e+00,-5.759999999999999642e+164,-7.425689028124054403e+02
9.360699999999999577e-01,4.582300000000000040e+00,1.328799999999999990e-03,9.520600000000000174e-01,0.000000000000000000e+00,-1.280000000000000044e+172,-7.656148544140529566e+02
9.147499999999999520e-01,3.342299999999999827e+00,1.295200000000000040e-03,9.354700000000000237e-01,1.000000000000000000e+00,-2.349999999999999774e+164,-7.353822309729497420e+02
9.393899999999999473e-01,4.048099999999999810e+00,1.338999999999999913e-03,9.366200000000000081e-01,1.000000000000000000e+00,-3.040000000000000195e+162,-7.266867749754976558e+02
7.473600000000000243e-01,3.575099999999999945e+00,1.685700000000000046e-03,1.000000000000000000e+00,1.000000000000000000e+00,-5.559999999999999938e+158,-7.148672029635862373e+02
8.982200000000000184e-01,3.232400000000000162e+00,1.324099999999999930e-03,1.000000000000000000e+00,1.000000000000000000e+00,-6.629999999999999928e+158,-7.152192163554568651e+02
5.952300000000000368e-01,7.120700000000000252e+00,4.412199999999999803e-03,1.000000000000000000e+00,1.866599999999999857e-02,-3.659999999999999996e+164,-7.362683266114640901e+02
9.568299999999999583e-01,4.074699999999999989e+00,1.345199999999999955e-03,9.462699999999999445e-01,1.000000000000000000e+00,-2.839999999999999887e+162,-7.265506680490076405e+02
7.857899999999999885e-01,5.091000000000000192e+00,4.666499999999999815e-02,9.451800000000000201e-01,0.000000000000000000e+00,-4.960000000000000254e+166,-7.406929246237350526e+02
8.762400000000000189e-01,6.191399999999999793e+00,1.803200000000000029e-03,9.362500000000000266e-01,1.000000000000000000e+00,-1.610000000000000006e+161,-7.208103581166660661e+02
8.305200000000000360e-01,3.662100000000000133e+00,1.318299999999999897e-03,9.292300000000000004e-01,1.000000000000000000e+00,-2.379999999999999900e+162,-7.261972609200281568e+02
8.845399999999999929e-01,5.841700000000000337e+00,1.823900000000000044e-03,1.000000000000000000e+00,1.000000000000000000e+00,-2.240000000000000164e+162,-7.314696392227475599e+02
8.266200000000000214e-01,4.203100000000000058e+00,1.741200000000000039e-03,1.000000000000000000e+00,1.000000000000000000e+00,-4.719999999999999604e+152,-6.869086032303276852e+02
7.656399999999999872e-01,5.273699999999999832e+00,1.791999999999999973e-03,1.000000000000000000e+00,1.000000000000000000e+00,-1.880000000000000052e+168,-7.587502521606259052e+02
8.950599999999999667e-01,4.980699999999999683e+00,1.720200000000000071e-03,9.334700000000000220e-01,0.000000000000000000e+00,-3.519999999999999781e+164,-7.307966947495052636e+02
8.185299999999999798e-01,4.673899999999999721e+00,1.771800000000000024e-03,1.000000000000000000e+00,1.000000000000000000e+00,-1.050000000000000015e+161,-7.253490976333644085e+02
8.218599999999999517e-02,4.549199999999999910e+00,2.742200000000000193e-01,1.000000000000000000e+00,1.000000000000000000e+00,-2.730000000000000104e+106,-4.739757602940743482e+02
1.344100000000000017e-01,3.389600000000000168e+00,1.869800000000000073e-01,1.000000000000000000e+00,1.000000000000000000e+00,-3.119999999999999877e+109,-4.880583336372876602e+02
9.969799999999999496e-02,4.442700000000000315e+00,1.736999999999999933e-01,1.000000000000000000e+00,1.000000000000000000e+00,-7.580000000000000409e+108,-4.852285238469653450e+02
8.119800000000000628e-02,3.614700000000000024e+00,2.406000000000000083e-01,1.000000000000000000e+00,1.000000000000000000e+00,-1.420000000000000036e+99,-4.404322795169903202e+02
