9.440699999999999648e-01,1.352000000000000091e+00,1.000000000000000000e+00,1.000000000000000000e+00,-4.949999999999999855e+101,-4.467464537525489732e+02
6.895400000000000418e-01,3.423999999999999932e+00,4.584999999999999666e-03,2.317500000000000115e-01,-8.530000000000000020e+166,-7.471709194116209574e+02
9.826000000000000012e-02,3.393899999999999917e+00,4.235300000000000176e-01,4.284499999999999975e-01,-2.200000000000000074e+100,-4.405194231341282034e+02
7.325099999999999945e-01,4.298600000000000421e+00,6.244799999999999657e-02,8.964999999999999636e-01,-8.250000000000000434e+156,-7.010524652294260477e+02
4.508400000000000185e-01,7.501500000000000057e+00,1.837599999999999997e-03,7.845100000000000406e-01,-8.000000000000000014e+164,-7.378322833999972090e+02
5.510800000000000143e-01,3.154599999999999849e+00,1.924299999999999899e-01,7.990500000000000380e-01,-1.549999999999999883e+132,-5.871844642268810048e+02
9.987899999999999556e-01,3.938099999999999934e+00,4.593099999999999961e-01,9.020099999999999785e-01,-1.809999999999999858e+151,-6.749928415893479041e+02
5.769100000000000339e-01,4.045200000000000351e+00,6.074100000000000055e-01,7.588799999999999990e-01,-8.580000000000000607e+129,-5.767913116340541819e+02
2.386699999999999933e-02,2.138400000000000034e+01,5.276800000000000379e-01,7.096399999999999930e-02,-9.660000000000000499e+178,-8.026817702169197446e+02
4.477599999999999913e-01,3.340100000000000069e+00,4.444600000000000217e-01,8.027999999999999581e-01,-4.800000000000000361e+128,-5.710245054568939622e+02
3.184799999999999853e-01,3.868100000000000094e+00,7.250199999999999978e-01,5.366100000000000314e-01,-4.279999999999999902e+155,-6.951347746619321697e+02
2.520100000000000118e-01,3.356500000000000039e+00,5.328300000000000258e-01,9.067499999999999449e-01,-1.170000000000000003e+132,-5.866219618626380452e+02
4.750300000000000078e-01,3.656600000000000072e+00,9.988299999999999956e-01,9.111599999999999699e-01,-3.059999999999999912e+132,-5.885447841969472620e+02
3.322899999999999743e-01,3.021500000000000075e+00,6.093599999999999711e-02,1.460000000000000082e-05,-7.269999999999999789e+117,-5.211979141582881994e+02
6.209900000000000420e-01,3.872700000000000031e+00,5.305800000000000516e-01,9.054900000000000171e-01,-2.219999999999999972e+148,-6.615856917325965014e+02
2.826199999999999823e-01,3.372300000000000075e+00,4.600199999999999845e-01,3.219999999999999664e-05,-7.219999999999999773e+127,-5.672358133408877165e+02
5.249800000000000022e-01,3.499600000000000044e+00,4.100699999999999901e-01,8.058199999999999807e-01,-5.990000000000000139e+132,-5.898881371892733796e+02
9.987800000000000011e-01,3.938200000000000145e+00,2.793200000000000127e-01,9.013600000000000501e-01,-1.199999999999999980e+157,-7.018018521283088376e+02
3.624499999999999944e-01,2.737200000000000077e+00,2.722399999999999820e-01,7.338099999999999623e-01,-3.399999999999999864e+118,-5.242831226244296658e+02
8.401100000000000234e-01,4.300500000000000433e+00,1.409799999999999942e-01,8.951400000000000468e-01,-1.649999999999999937e+162,-7.254646105204864170e+02
3.241800000000000237e-02,3.508500000000000174e+00,1.753599999999999881e-01,1.000000000000000000e+00,-1.699999999999999900e+92,-4.031624034276192674e+02
9.987599999999999811e-01,4.240000000000000213e+00,4.015000000000000235e-01,9.031099999999999683e-01,-8.709999999999999417e+165,-7.426075140843545341e+02
4.562200000000000144e-01,3.242599999999999927e+00,3.710999999999999854e-01,7.944700000000000095e-01,-1.320000000000000021e+126,-5.592321967222866306e+02
7.252399999999999958e-01,2.292600000000000193e+00,7.716300000000000381e-01,6.396800000000000264e-01,-1.989999999999999857e+112,-4.955808199227296313e+02
8.726599999999999913e-01,3.364900000000000002e+00,3.503399999999999848e-01,9.995000000000000551e-01,-1.279999999999999904e+128,-5.683809937769293583e+02
5.007200000000000539e-01,4.274399999999999977e+00,3.516099999999999781e-01,9.017100000000000115e-01,-1.439999999999999896e+145,-6.469044530100396742e+02
6.567300000000000360e-01,3.503200000000000092e+00,4.588700000000000244e-03,2.701500000000000012e-01,-4.930000000000000223e+124,-5.526572708532231673e+02
5.428100000000000147e-01,3.441899999999999959e+00,4.565299999999999567e-03,1.404900000000000038e-01,-1.089999999999999974e+179,-8.029233084989410827e+02
6.515100000000000335e-01,3.436500000000000110e+00,2.001199999999999923e-01,2.191400000000000015e-01,-5.479999999999999783e+139,-6.219463558688551075e+02
9.191700000000000426e-01,1.452099999999999946e+00,8.346200000000000285e-01,8.589099999999999513e-01,-6.060000000000000147e+100,-4.425459280135621043e+02
7.908099999999999722e-04,2.148799999999999955e+01,1.000000000000000000e+00,5.469999999999999427e-23,-7.589999999999999683e+87,-3.831289591783695982e+02
2.168299999999999950e-01,4.594000000000000306e+00,2.619999999999999929e-25,5.289999999999999956e-11,-1.290000000000000052e+121,-5.361603667558968027e+02
3.844500000000000139e-01,3.703500000000000014e+00,3.733800000000000313e-02,7.993300000000000058e-04,-1.570000000000000000e+134,-5.964204459757153245e+02
1.000000000000000000e+00,1.082100000000000006e-01,1.000000000000000000e+00,1.000000000000000000e+00,-4.550000000000000301e+87,-3.821055504614802203e+02
6.055300000000000127e-01,3.749499999999999833e+00,9.270599999999999952e-01,9.049500000000000322e-01,-2.220000000000000114e+147,-6.569805215466084292e+02
4.447699999999999987e-01,5.432000000000000384e+00,1.284700000000000009e-01,7.655699999999999728e-01,-7.629999999999999160e+140,-6.272134915435161702e+02
8.499999999999999778e-01,7.225500000000000256e-01,3.039999999999999973e-30,1.000000000000000000e+00,-2.230000000000000114e+91,-3.990999799104509407e+02
7.016900000000000359e-01,3.554800000000000182e+00,1.019700000000000051e-01,3.782699999999999951e-01,-8.060000000000000003e+157,-7.056110361277579841e+02
1.062500000000000076e-02,2.230700000000000127e+00,4.926900000000000029e-02,3.719999999999999870e-22,-7.760000000000000003e+87,-3.831732606639447454e+02
2.671700000000000186e-01,7.679800000000000182e+00,5.291900000000000076e-02,7.656899999999999817e-01,-4.659999999999999965e+187,-8.426703454906388515e+02
6.898600000000000287e-01,3.436599999999999877e+00,5.716099999999999653e-02,3.128099999999999770e-01,-5.629999999999999648e+160,-7.187089384569884487e+02
9.910099999999999465e-02,8.324799999999999756e+00,1.909200000000000064e-01,5.521599999999999842e-01,-1.760000000000000111e+118,-5.229661993792855128e+02
6.739000000000000545e-01,3.416100000000000136e+00,4.572599999999999582e-03,1.788500000000000090e-01,-7.339999999999999296e+159,-7.146342270719500220e+02
4.040300000000000002e-01,2.932500000000000107e+00,1.190999999999999975e-01,8.109600000000000142e-01,-6.859999999999999545e+124,-5.533180077605894667e+02
4.731600000000000250e-01,3.820899999999999963e+00,6.619399999999999729e-01,4.622600000000000042e-01,-2.149999999999999926e+156,-6.983629745130119773e+02
7.247700000000000253e-01,4.307400000000000340e+00,1.980200000000000016e-01,9.000500000000000167e-01,-1.320000000000000098e+152,-6.789666215579770778e+02
1.988099999999999937e-02,5.099599999999999689e+00,1.670000000000000069e-19,2.220000000000000027e-08,-7.590000000000000317e+102,-4.522065119681909664e+02
4.859299999999999731e-01,3.173799999999999955e+00,2.851500000000000146e-01,1.605600000000000083e-01,-9.789999999999999860e+143,-6.415275493239724938e+02
6.210999999999999854e-01,3.497300000000000075e+00,4.590699999999999642e-03,2.504000000000000115e-01,-3.859999999999999976e+166,-7.455850750555672448e+02
4.660699999999999843e-01,4.264100000000000001e+00,2.318399999999999905e-01,9.009300000000000086e-01,-8.660000000000000299e+148,-6.643081067859768609e+02
9.988099999999999756e-01,3.706900000000000084e+00,3.677599999999999758e-01,9.001900000000000457e-01,-4.810000000000000314e+143,-6.401062205791230326e+02
5.232900000000000329e-01,2.822200000000000042e+00,1.422700000000000076e-01,8.106100000000000527e-01,-1.859999999999999996e+126,-5.599180862245403887e+02
6.168599999999999639e-01,3.641999999999999904e+00,9.217100000000000293e-01,9.076999999999999513e-01,-8.729999999999999575e+133,-5.952466552907097821e+02
6.329099999999999726e-01,4.300699999999999967e+00,8.909699999999999565e-02,8.989700000000000468e-01,-2.010000000000000019e+164,-7.350696697607795613e+02
7.011799999999999977e-02,9.740600000000000369e-01,1.000000000000000000e+00,2.433700000000000030e-01,-8.269999999999999726e+88,-3.879057351996137868e+02
6.869600000000000151e-01,3.582100000000000062e+00,4.628400000000000396e-03,3.322800000000000198e-01,-4.399999999999999897e+134,-5.984815038188432936e+02
6.693999999999999950e-01,3.504300000000000193e+00,4.603399999999999680e-03,2.314499999999999891e-01,-1.340000000000000037e+160,-7.158380588006108383e+02
5.358899999999999775e-01,3.542300000000000004e+00,1.972700000000000009e-01,4.475600000000000134e-01,-2.309999999999999939e+151,-6.754806829478598047e+02
6.897699999999999942e-01,3.480700000000000127e+00,4.611200000000000195e-03,2.937600000000000211e-01,-5.869999999999999555e+164,-7.372131095843176354e+02
4.336699999999999999e-01,6.176099999999999923e-01,9.999000000000000110e-01,9.999500000000000055e-01,-3.069999999999999937e+88,-3.859238213047407839e+02
6.193400000000000016e-01,5.055100000000000371e+00,1.046600000000000030e-01,7.115799999999999903e-01,-9.469999999999999929e+153,-6.875127860851645210e+02
5.839800000000000546e-01,3.482099999999999973e+00,9.860299999999999621e-02,3.076999999999999735e-01,-2.539999999999999936e+153,-6.848808564328294324e+02
3.714899999999999869e-01,3.353400000000000158e+00,4.489199999999999614e-03,6.175000000000000488e-01,-1.229999999999999934e+144,-6.419840249356444701e+02
2.561100000000000182e-03,2.148799999999999955e+01,1.377099999999999991e-01,2.529799999999999827e-01,-7.379999999999999506e+88,-3.876780134587673388e+02
5.557400000000000118e-01,4.251299999999999635e+00,4.811099999999999821e-01,9.028399999999999759e-01,-1.859999999999999895e+152,-6.796525110602307223e+02
6.870800000000000241e-01,3.709099999999999842e+00,3.581799999999999984e-01,4.837099999999999733e-01,-6.859999999999999895e+139,-6.223955605504108917e+02
4.424000000000000155e-01,1.591999999999999993e+01,3.496200000000000089e-03,8.478700000000000125e-01,-8.880000000000000645e+159,-7.150151525007053124e+02
4.166300000000000003e-01,5.163299999999999557e+00,2.780699999999999839e-01,6.058799999999999741e-01,-7.660000000000000024e+152,-6.824833820522854921e+02
6.972599999999999909e-01,3.503600000000000048e+00,4.611299999999999601e-03,3.083099999999999730e-01,-3.630000000000000059e+148,-6.625691426373816739e+02
4.867500000000000160e-01,4.130499999999999616e+00,6.349500000000000144e-01,7.619099999999999762e-01,-2.039999999999999937e+163,-7.304941297463617502e+02
4.805400000000000227e-01,3.860399999999999832e+00,4.383400000000000074e-01,5.369699999999999473e-01,-1.439999999999999944e+125,-5.548010492902778878e+02
6.668300000000000338e-01,3.359500000000000153e+00,4.560299999999999770e-03,1.271200000000000108e-01,-2.470000000000000117e+153,-6.848249645720483159e+02
4.538099999999999912e-01,4.552399999999999558e+00,4.589099999999999846e-01,6.939300000000000468e-01,-1.299999999999999968e+117,-5.177551301041322631e+02
6.898800000000000487e-01,3.475499999999999812e+00,4.595499999999999759e-03,2.626800000000000246e-01,-2.170000000000000111e+165,-7.398280248377303678e+02
9.060399999999999704e-03,7.014100000000000001e+00,5.154999999999999583e-01,2.577300000000000142e-04,-1.310000000000000023e+90,-3.934308608279449118e+02
