9.440699999999999648e-01,1.352000000000000091e+00,-4.949999999999999855e+101
6.365899999999999892e-01,3.121399999999999952e+00,-8.079999999999999321e+131
5.810799999999999993e-02,3.052599999999999980e+00,-1.399999999999999906e+99
6.385600000000000165e-01,3.170599999999999863e+00,-1.880000000000000141e+128
3.669000000000000039e-01,6.373899999999999899e+00,-9.009999999999999886e+119
5.786999999999999922e-01,2.597199999999999953e+00,-1.079999999999999990e+121
9.288499999999999535e-01,2.556000000000000050e+00,-1.690000000000000031e+137
4.174100000000000033e-01,4.187500000000000000e+00,-1.930000000000000049e+130
8.283899999999999597e-02,5.351599999999999691e-01,-1.110000000000000052e+88
3.008899999999999908e-01,1.618800000000000017e+00,-4.040000000000000063e+115
3.368700000000000028e-01,2.139300000000000068e+01,-2.890000000000000049e+136
6.844099999999999628e-01,2.516799999999999926e+00,-1.380000000000000013e+121
4.295499999999999874e-01,1.461000000000000076e+00,-3.349999999999999938e+117
1.354400000000000048e-01,3.088600000000000012e+00,-9.239999999999999969e+116
9.192099999999999715e-01,2.556700000000000195e+00,-2.459999999999999965e+131
4.388299999999999979e-01,4.470600000000000129e+00,-4.070000000000000093e+121
2.947299999999999920e-01,1.626600000000000046e+00,-1.000000000000000051e+117
3.088199999999999834e-01,1.607799999999999896e+00,-2.899999999999999932e+125
3.513499999999999956e-01,2.750999999999999890e+00,-5.650000000000000088e+114
6.913399999999999546e-01,3.915099999999999802e+00,-1.330000000000000077e+138
1.576299999999999923e-02,3.272600000000000176e+00,-5.999999999999999573e+90
3.108099999999999752e-01,1.604899999999999993e+00,-2.099999999999999965e+129
5.779600000000000293e-01,2.327700000000000102e+00,-1.239999999999999981e+120
5.687100000000000488e-01,1.944900000000000073e+00,-1.489999999999999892e+111
7.082600000000000007e-01,2.532200000000000006e+00,-1.159999999999999965e+122
8.579999999999999849e-01,2.547000000000000153e+00,-5.939999999999999935e+123
4.485500000000000043e-01,2.266099999999999781e+00,-1.060000000000000037e+113
1.608799999999999952e-01,1.751300000000000079e+00,-1.570000000000000022e+128
6.147200000000000442e-01,2.849899999999999878e+00,-6.839999999999999783e+123
