9.858299999999999841e-01,1.369899999999999896e+00,1.000000000000000000e+00,8.989500000000000268e-01,-5.289999999999999810e+101
7.428200000000000358e-01,4.296299999999999564e+00,5.364800000000000124e-02,9.304200000000000248e-01,-3.810000000000000239e+161
9.670399999999999829e-02,3.573999999999999844e+00,2.516300000000000203e-01,1.000000000000000000e+00,-1.939999999999999980e+100
5.165999999999999481e-01,7.415399999999999991e+00,5.365299999999999514e-01,5.201500000000000012e-01,-1.149999999999999976e+159
4.899499999999999966e-01,7.022199999999999775e+00,1.822999999999999968e-03,9.321599999999999886e-01,-7.450000000000000039e+165
7.910300000000000109e-01,4.130600000000000271e+00,3.210899999999999865e-01,5.270299999999999985e-01,-3.020000000000000235e+130
9.987899999999999556e-01,3.948300000000000143e+00,4.708499999999999908e-01,9.479800000000000448e-01,-1.210000000000000051e+151
5.749699999999999811e-01,4.113000000000000433e+00,3.143900000000000028e-01,9.975600000000000023e-01,-2.760000000000000131e+129
2.802599999999999883e-02,8.246700000000000585e+00,3.843599999999999968e-03,2.844999999999999751e-01,-5.869999999999999628e+177
7.284800000000000164e-01,3.763199999999999878e+00,4.513699999999999934e-01,5.846599999999999575e-01,-2.419999999999999990e+128
8.235900000000000443e-01,4.302500000000000213e+00,2.090400000000000036e-01,9.361300000000000177e-01,-1.509999999999999961e+153
5.830199999999999827e-01,3.838799999999999990e+00,7.692200000000000149e-01,6.776499999999999746e-01,-3.860000000000000098e+129
4.673499999999999877e-01,3.671300000000000008e+00,9.987800000000000011e-01,8.464599999999999902e-01,-1.609999999999999981e+132
4.488900000000000112e-01,3.480399999999999938e+00,2.315300000000000136e-01,9.997899999999999565e-01,-1.040000000000000064e+119
6.321799999999999642e-01,3.882000000000000117e+00,5.387600000000000167e-01,9.481199999999999628e-01,-1.199999999999999974e+148
4.109900000000000220e-01,3.541399999999999881e+00,3.321899999999999853e-01,4.905399999999999761e-01,-8.860000000000000522e+125
4.608200000000000074e-01,4.130200000000000315e+00,3.050499999999999878e-01,4.949399999999999911e-01,-3.760000000000000067e+130
9.987700000000000466e-01,3.958299999999999930e+00,2.866099999999999759e-01,9.479499999999999593e-01,-1.569999999999999905e+157
7.062599999999999989e-01,3.268800000000000150e+00,8.871500000000000219e-02,5.984199999999999520e-01,-1.650000000000000006e+118
7.229100000000000525e-01,2.144300000000000139e+01,6.988600000000000367e-01,1.693699999999999928e-01,-6.099999999999999653e+164
6.975900000000000156e-02,3.029900000000000038e+00,1.772499999999999909e-01,3.154899999999999927e-01,-2.640000000000000138e+92
9.987599999999999811e-01,4.214699999999999669e+00,4.106000000000000205e-01,9.495999999999999996e-01,-6.549999999999999782e+165
4.568200000000000038e-01,5.311200000000000365e+00,4.056299999999999906e-01,6.418500000000000316e-01,-6.030000000000000165e+128
7.961700000000000443e-01,2.430299999999999905e+00,6.486300000000000399e-01,9.065299999999999470e-01,-3.010000000000000114e+111
6.876700000000000035e-01,3.721499999999999808e+00,3.582600000000000229e-01,9.514200000000000434e-01,-1.789999999999999846e+128
5.524900000000000366e-01,4.269899999999999807e+00,3.575599999999999890e-01,8.915600000000000191e-01,-4.259999999999999737e+144
6.773799999999999821e-01,3.742700000000000138e+00,9.061600000000000210e-02,5.714000000000000190e-01,-9.499999999999999495e+121
5.666499999999999870e-01,4.292600000000000193e+00,3.505699999999999789e-02,9.247400000000000064e-01,-5.960000000000000314e+176
7.651400000000000423e-01,7.006400000000000183e+00,2.855900000000000105e-01,4.764300000000000201e-01,-2.920000000000000165e+142
9.083200000000000163e-01,1.462399999999999922e+00,7.803700000000000081e-01,1.000000000000000000e+00,-5.409999999999999913e+100
1.000000000000000000e+00,2.148799999999999955e+01,1.000000000000000000e+00,8.987700000000000159e-04,-2.210000000000000184e+87
4.343600000000000239e-01,3.504799999999999915e+00,4.581799999999999762e-01,6.319599999999999662e-01,-2.150000000000000158e+118
3.966199999999999726e-01,4.105800000000000338e+00,3.452200000000000268e-01,3.646599999999999842e-01,-4.070000000000000017e+127
1.000000000000000000e+00,2.094300000000000139e+01,1.000000000000000000e+00,1.820000000000000013e-26,-4.700000000000000428e+87
6.065700000000000536e-01,3.737000000000000099e+00,9.272200000000000442e-01,9.443300000000000027e-01,-7.660000000000000144e+146
4.742899999999999894e-01,6.268600000000000172e+00,1.030599999999999988e-01,5.285400000000000098e-01,-1.830000000000000121e+144
1.000000000000000000e+00,6.951699999999999546e-01,1.479999999999999913e-30,8.389999999999999680e-01,-2.429999999999999949e+91
8.097800000000000553e-01,4.302500000000000213e+00,1.881400000000000017e-01,9.371099999999999985e-01,-3.579999999999999742e+154
7.909500000000000419e-01,2.148799999999999955e+01,1.000000000000000000e+00,3.529999999999999734e-30,-1.659999999999999986e+88
2.967000000000000193e-01,7.671800000000000175e+00,3.713400000000000034e-02,9.168600000000000083e-01,-4.379999999999999705e+188
7.563600000000000323e-01,4.301599999999999646e+00,1.252699999999999925e-01,9.319600000000000106e-01,-1.360000000000000038e+156
1.989599999999999980e-01,6.331999999999999851e+00,3.284099999999999867e-03,8.540100000000000469e-01,-4.899999999999999759e+121
7.872700000000000253e-01,4.300099999999999589e+00,1.195999999999999980e-01,9.353799999999999892e-01,-3.430000000000000235e+154
1.949599999999999944e-01,3.998600000000000154e+00,9.298100000000000254e-01,1.000000000000000000e+00,-2.930000000000000124e+128
1.943799999999999972e-01,4.160700000000000287e+00,8.090500000000000469e-01,7.281199999999999894e-01,-2.869999999999999885e+150
7.436800000000000077e-01,4.305500000000000327e+00,1.996100000000000096e-01,9.337499999999999689e-01,-1.270000000000000061e+152
6.757000000000000506e-02,2.382299999999999862e+00,2.960000000000000035e-07,4.428699999999999824e-03,-4.590000000000000311e+103
