0.94407,0.17311,0.058108,0.16443,0.1604,0.17197,0.18944,0.17701,0.082839,0.1897,0.1656,0.1587,0.18516,0.15266,0.1828,0.16479,0.17399,0.18287,0.16839,0.1645,0.025251,0.18374,0.16379,0.19762,0.19529,0.17694,0.15121,0.16088,0.16836,0.77039,0.034502,0.16421,0.13643,1,0.17548,0.12941,0.16503,0.1678,2.23E-16,0.14594,0.16977,0.1637,0.16804,0.16701,0.17212,0.17839,0.24254,0.16475,0.16387,0.18412,0.18391,0.18099,0.17877,0.15321,0.059289,0.16269,0.16829,0.17628,0.17436,0.43367,0.15011,0.16017,0.14732,0.00040031,0.18332,0.1554,0.15967,0.1514,0.16663,0.17354,0.17565,0.16999,0.14899,0.1679,0.38808,0.13171,0.14869,0.14767,0.17507,0.79423
0.94407,0.26852,0.058108,0.24878,0.24194,0.26791,0.32194,0.31291,0.082839,0.30089,0.27441,0.26148,0.31694,0.24848,0.30898,0.24923,0.29473,0.30882,0.26765,0.25764,0.015763,0.31081,0.27579,0.3578,0.34203,0.29773,0.26782,0.22627,0.26183,0.29755,2.20E-12,0.26553,0.21418,3.08E-13,0.30997,0.20555,0.16503,0.26483,3.96E-15,0.21008,0.26976,0.24784,0.25832,0.28029,0.28091,0.27341,0.24254,0.25391,0.24876,0.30472,0.31268,0.27298,0.31393,0.22346,0.059289,0.26365,0.25427,0.28522,0.27329,0.43367,0.23614,0.2432,0.24946,0.00040031,0.30323,0.27847,0.23839,0.22374,0.27774,0.28179,0.27551,0.27777,0.26007,0.26533,0.38808,0.23894,0.24218,0.22889,0.24944,0.79423
0.94407,0.34238,0.058108,0.31895,0.30703,0.3446,0.4272,0.43089,0.082839,0.38534,0.36552,0.35707,0.42955,0.32443,0.41514,0.32192,0.3925,0.4186,0.35762,0.34135,0.73918,0.41536,0.378,0.47968,0.45504,0.39982,0.3753,0.28293,0.34599,0.77039,0.00083124,0.34575,0.30814,9.97E-15,0.42889,0.2945,0.16503,0.34451,1.35E-15,0.27468,0.34854,0.30996,0.33176,0.37551,0.36989,0.34496,0.24254,0.33236,0.32743,0.40721,0.42014,0.34181,0.44354,0.30031,0.059289,0.35518,0.32641,0.37449,0.35344,0.43367,0.32024,0.3169,0.3383,0.26756,0.40106,0.40344,0.30887,0.29218,0.37499,0.37211,0.36237,0.36766,0.35477,0.34929,0.38808,0.34595,0.3313,0.30822,0.30565,0.79423
0.5994,0.41521,0.068379,0.39574,0.3811,0.41957,0.51232,0.5263,0.082839,0.465,0.44397,0.45148,0.52453,0.39054,0.50072,0.39709,0.47538,0.51261,0.44451,0.42477,0.73918,0.49907,0.46703,0.5644,0.54275,0.4898,0.47193,0.35481,0.43222,0.56069,4.64E-15,0.42347,0.40944,2.71E-15,0.5257,0.38734,0.16503,0.42061,3.15E-15,0.35251,0.42382,0.37083,0.40779,0.45856,0.44952,0.41494,0.24254,0.41355,0.40711,0.49404,0.51039,0.41294,0.5496,0.38288,0.059289,0.4426,0.40231,0.45482,0.43112,0.43367,0.41013,0.39357,0.41639,1,0.48646,0.50958,0.38706,0.36705,0.46067,0.44993,0.45282,0.4452,0.43618,0.42868,0.38808,0.4444,0.4189,0.39698,0.18688,0.79423
0.94407,0.4985,0.058108,0.48551,0.47258,0.50219,0.58717,0.60363,0.082839,0.5469,0.52016,0.54398,0.60463,0.46627,0.57479,0.48488,0.55273,0.59356,0.52963,0.51081,0.73918,0.57136,0.54743,0.6277,0.61489,0.57149,0.56094,0.44766,0.51963,0.77039,1.33E-12,0.51106,0.50989,1,0.60405,0.48451,0.16503,0.5023,0.48177,0.44682,0.50536,0.22395,0.49404,0.53663,0.52751,0.49458,0.24254,0.50127,0.49375,0.57063,0.58876,0.49448,0.63085,0.47377,0.059289,0.52918,0.48957,0.5351,0.51514,0.43367,0.50269,0.48069,0.49366,1,0.56559,0.59477,0.49906,0.45472,0.54263,0.52649,0.54423,0.52321,0.51888,0.51111,0.38808,0.53555,0.50846,0.49607,0.23027,0.79423
0.75838,0.5934,0.058108,0.58637,0.57747,0.59446,0.65984,0.67236,0.42261,0.63229,0.60327,0.63356,0.67578,0.28166,0.64793,0.586,0.63199,0.66749,0.61651,0.60216,0.73918,0.64376,0.62766,0.68629,0.67983,0.64942,0.6447,0.55746,0.60926,0.72391,1,0.41386,0.60775,1,0.6727,0.58729,0.16503,0.59376,0.59744,-0.0079141,0.59672,0.54272,0.59053,0.61833,0.61056,0.58668,0.24254,0.59614,0.59007,0.6451,0.66152,0.58769,0.69667,0.57478,0.059289,0.61784,0.58832,0.62015,0.60739,0.43367,0.59777,0.57998,0.58014,1,0.64391,0.66774,0.57668,0.55763,0.62668,0.61046,0.63315,0.60928,0.60945,0.60092,0.38808,0.6238,0.60245,0.13165,0.28326,0.79423
0.79933,0.69503,0.75109,0.6923,0.3669,0.69403,0.73524,0.74194,0.42261,0.72035,0.69645,0.72146,0.74562,0.30204,0.72632,0.43883,0.71666,0.74089,0.35135,0.69913,0.73918,0.72287,0.57796,0.56871,0.74621,0.72871,0.23258,0.67461,0.70295,0.77703,1,0.53964,0.56987,1,0.74156,0.2008,0.16503,0.6935,0.99962,0.6723,0.69586,0.33065,0.69324,0.70771,0.70188,0.68828,0.24254,0.69607,0.69317,0.72383,0.73538,0.39015,0.75891,0.68296,0.059289,0.70995,0.0057918,0.71036,0.70463,0.43367,0.69653,0.6869,0.23852,1,0.72525,0.73943,0.68402,0.67111,0.71478,0.70319,0.72054,0.70335,0.54369,0.69784,0.38808,0.51817,0.50478,0.53348,0.17008,0.79423
0.99875,0.63659,0.058108,0.63856,0.64259,0.5787,0.81616,0.41741,0.082839,0.81041,0.67964,0.81036,0.82084,0.58602,0.8115,0.62599,0.80694,0.81894,0.51036,0.69134,0.015763,0.80964,0.67327,0.31665,0.46433,0.81288,0.44855,0.6066,0.61472,0.83507,0.8569,0.52014,0.64101,1,0.81781,0.61436,0.16503,0.67101,0.82937,0.30067,0.67008,0.038128,0.79736,0.39201,0.69894,0.63902,0.24254,0.64524,0.65504,0.80959,0.56896,0.79404,0.82711,0.62354,0.059289,0.65452,0.63719,0.62148,0.62726,0.43367,0.61847,0.62303,0.55829,0.85923,0.81143,0.52489,0.63808,0.088242,0.80673,0.70815,0.80953,0.60818,0.54226,0.63642,0.38808,0.53216,0.65524,0.50519,0.31954,0.83625
0.91057,0.80951,0.058108,0.75841,0.58257,0.63522,0.92885,0.90452,0.42261,0.90302,0.33687,0.68441,0.90524,0.13544,0.91921,0.56005,0.90169,0.90483,0.45041,0.89376,0.73918,0.90242,0.65057,0.30795,0.70826,0.858,0.90317,0.70592,0.73094,0.77039,0.91675,0.90178,0.60155,1,0.92898,0.54437,0.16503,0.85338,0.91795,0.68343,0.85964,0.076477,0.77004,0.64264,0.89306,0.8095,0.24254,0.79632,0.85917,0.90215,0.9037,0.58998,0.948,0.75287,0.059289,0.62948,0.79916,0.9011,0.87348,0.43367,0.68796,0.69504,0.59781,1,0.91955,0.92834,0.75556,0.68653,0.82222,0.89893,0.90242,0.78641,0.90141,0.82304,0.0036243,0.47652,0.6122,0.39614,0.31137,0.79423
0.99875,0.63659,0.058108,0.63856,0.64259,0.5787,0.81616,0.41741,0.082839,0.81041,0.67964,0.81036,0.82084,0.58602,0.8115,0.62599,0.80694,0.81894,0.51036,0.69134,0.015763,0.80964,0.67327,0.31665,0.46433,0.81288,0.44855,0.6066,0.61472,0.83507,0.8569,0.52014,0.64101,1,0.81781,0.61436,0.16503,0.67101,0.82937,0.30067,0.67008,0.038128,0.79736,0.39201,0.69894,0.63902,0.24254,0.64524,0.65504,0.80959,0.56896,0.79404,0.82711,0.62354,0.059289,0.65452,0.63719,0.62148,0.62726,0.43367,0.61847,0.62303,0.55829,0.85923,0.81143,0.52489,0.63808,0.088242,0.80673,0.70815,0.80953,0.60818,0.54226,0.63642,0.38808,0.53216,0.65524,0.50519,0.31954,0.83625
