9.440699999999999648e-01,1.352000000000000091e+00
6.365899999999999892e-01,3.121399999999999952e+00
5.810799999999999993e-02,3.052599999999999980e+00
6.385600000000000165e-01,3.170599999999999863e+00
3.669000000000000039e-01,6.373899999999999899e+00
5.786999999999999922e-01,2.597199999999999953e+00
9.288499999999999535e-01,2.556000000000000050e+00
4.174100000000000033e-01,4.187500000000000000e+00
8.283899999999999597e-02,5.351599999999999691e-01
3.008899999999999908e-01,1.618800000000000017e+00
3.368700000000000028e-01,2.139300000000000068e+01
6.844099999999999628e-01,2.516799999999999926e+00
4.295499999999999874e-01,1.461000000000000076e+00
1.354400000000000048e-01,3.088600000000000012e+00
9.192099999999999715e-01,2.556700000000000195e+00
4.388299999999999979e-01,4.470600000000000129e+00
2.947299999999999920e-01,1.626600000000000046e+00
3.088199999999999834e-01,1.607799999999999896e+00
3.513499999999999956e-01,2.750999999999999890e+00
6.913399999999999546e-01,3.915099999999999802e+00
1.576299999999999923e-02,3.272600000000000176e+00
3.108099999999999752e-01,1.604899999999999993e+00
5.779600000000000293e-01,2.327700000000000102e+00
5.687100000000000488e-01,1.944900000000000073e+00
7.082600000000000007e-01,2.532200000000000006e+00
8.579999999999999849e-01,2.547000000000000153e+00
4.485500000000000043e-01,2.266099999999999781e+00
1.608799999999999952e-01,1.751300000000000079e+00
6.147200000000000442e-01,2.849899999999999878e+00
7.703900000000000192e-01,1.445699999999999985e+00
3.450199999999999795e-02,8.357599999999999751e-02
4.138600000000000056e-01,3.130199999999999871e+00
1.364299999999999957e-01,1.812899999999999956e+00
1.000000000000000000e+00,1.082100000000000006e-01
9.289800000000000280e-01,2.555899999999999839e+00
2.008000000000000063e-01,9.544200000000000017e+00
1.650300000000000100e-01,1.014399999999999968e+00
6.710099999999999953e-01,3.794799999999999951e+00
2.230000000000000244e-16,2.207400000000000041e-04
3.006699999999999928e-01,8.532700000000000173e+00
6.700800000000000090e-01,3.668099999999999916e+00
7.647700000000000331e-02,4.150000000000000355e+00
2.583199999999999941e-01,1.662099999999999911e+00
6.426399999999999890e-01,2.493300000000000072e+00
6.989400000000000057e-01,3.998000000000000220e+00
6.390200000000000324e-01,3.432199999999999918e+00
2.425400000000000056e-01,1.020100000000000007e+00
6.452400000000000357e-01,3.271599999999999842e+00
6.550399999999999556e-01,3.428700000000000081e+00
3.047199999999999909e-01,1.613599999999999923e+00
5.689600000000000213e-01,4.155499999999999972e+00
3.901499999999999968e-01,4.584800000000000431e+00
9.479999999999999538e-01,2.553300000000000125e+00
6.235399999999999832e-01,3.336599999999999788e+00
5.928900000000000142e-02,9.529300000000000548e-01
6.294800000000000395e-01,2.495600000000000041e+00
6.371900000000000341e-01,3.131800000000000139e+00
6.214800000000000324e-01,3.345099999999999962e+00
6.272600000000000398e-01,3.280600000000000183e+00
4.336699999999999999e-01,6.175899999999999723e-01
6.184699999999999642e-01,2.804399999999999782e+00
6.230299999999999727e-01,3.083400000000000141e+00
2.385200000000000098e-01,6.338099999999999845e+00
4.003100000000000213e-04,2.148799999999999955e+01
9.195499999999999785e-01,2.556700000000000195e+00
5.248899999999999677e-01,4.233500000000000263e+00
4.990600000000000036e-01,3.810599999999999987e+00
1.514000000000000068e-01,1.779400000000000093e+00
8.222199999999999509e-01,2.539299999999999891e+00
7.081499999999999462e-01,4.028100000000000236e+00
2.755099999999999771e-01,1.647599999999999953e+00
6.081800000000000539e-01,2.925499999999999989e+00
5.422599999999999643e-01,2.189599999999999991e+00
6.364199999999999857e-01,3.122700000000000031e+00
3.624300000000000004e-03,8.379099999999999326e+00
4.765199999999999991e-01,2.458000000000000185e+00
5.047800000000000065e-01,3.649000000000000021e+00
1.316499999999999893e-01,7.567800000000000082e+00
1.868799999999999906e-01,2.232600000000000140e+00
7.942299999999999915e-01,5.575999999999999845e-01
