0.94407,1.352
0.63659,3.1214
0.058108,3.0526
0.63856,3.1706
0.3669,6.3739
0.5787,2.5972
0.92885,2.556
0.41741,4.1875
0.082839,0.53516
0.30089,1.6188
0.33687,21.393
6.84E-01,2.5168
0.42955,1.461
0.13544,3.0886
0.91921,2.5567
0.43883,4.4706
0.29473,1.6266
0.4186,1.4693
0.35135,2.751
0.69134,3.9151
0.015763,3.2726
0.31081,1.6049
0.57796,2.3277
0.56871,1.9449
0.70826,2.5322
0.858,2.547
0.44855,2.2661
0.16088,1.7513
0.61472,2.8499
0.77039,1.4457
0.034502,0.083576
0.41386,3.1302
0.13643,1.8129
1,0.10821
0.92898,2.5559
0.2008,9.5442
0.16503,1.0144
0.67101,3.7948
2.23E-16,0.00022074
0.30067,8.5327
0.67008,3.6681
0.076477,4.15
0.25832,1.6621
0.64264,2.4933
0.69894,3.998
0.63902,3.4322
0.24254,1.0201
0.64524,3.2716
0.65504,3.4287
0.30472,1.6136
0.56896,4.1555
0.39015,4.5848
0.948,2.5533
0.62354,3.3366
0.059289,0.95293
0.62948,2.4956
6.37E-01,3.13E+00
0.62148,3.3451
0.62726,3.2806
0.43367,0.61759
0.61847,2.8044
0.62303,3.0834
0.23852,6.3381
0.00040031,21.488
0.91955,2.5567
0.52489,4.2335
0.49906,3.8106
0.1514,1.7794
0.82222,2.5393
0.70815,4.0281
0.27551,1.6476
0.60818,2.9255
0.54226,2.1896
0.63642,3.1227
0.0036243,8.3791
0.47652,2.458
0.50478,3.649
1.32E-01,7.5678
0.18688,2.2326
0.79423,0.5576
